Ageofplant,soilmoisture,soilhumus,temprature,humidity,waterrequired
4162,108,232,2,360,4845
3233,411,54,446,34,6140
3331,208,480,182,25,5676
4442,52,173,249,441,6152
2040,409,234,358,214,8168
3761,479,355,360,60,8375
471,116,385,145,61,1047
2617,129,371,14,480,6547
2910,123,292,273,119,3295
2453,154,500,447,51,7755
3663,427,169,415,147,9263
3828,369,458,357,490,9744
1461,173,440,124,335,1439
1188,68,438,366,377,4259
2479,110,285,10,421,4588
530,45,115,463,99,5640
3444,401,79,456,238,3163
1238,320,193,157,394,1558
1876,89,312,334,277,2228
127,51,485,1,274,2514
413,215,449,104,35,3688
1954,340,473,70,114,7954
1091,439,393,83,96,7812
2923,104,153,102,202,1954
1463,48,417,460,298,3142
2599,246,311,104,479,9821
1109,246,29,474,419,4361
3051,197,378,369,307,4119
2065,272,466,223,379,5452
4874,147,110,123,470,4072
4349,22,219,81,361,128
2778,24,425,368,150,8632
4979,299,235,168,4,8322
403,45,423,6,187,9300
1046,379,284,213,475,1810
440,221,406,374,180,5868
3867,436,261,25,269,2141
1138,160,486,235,272,9517
3314,422,197,465,206,7692
3848,18,434,195,175,6423
4498,229,183,342,500,7768
3060,98,48,87,306,7309
96,315,311,472,412,7327
3241,75,305,81,254,3155
4998,107,190,23,65,8110
4672,322,459,277,232,7521
2906,73,371,42,131,8003
251,348,401,436,94,8103
550,160,246,45,331,9129
3955,183,485,100,329,8894
296,143,56,11,329,901
881,441,279,204,429,3765
336,379,94,164,498,2469
2534,322,193,442,125,8820
2361,444,454,284,248,9
1242,198,169,403,282,5555
1042,391,40,422,453,3585
95,210,113,438,37,1277
1329,257,415,204,226,7200
904,403,339,265,75,2805
1056,163,364,269,98,2532
1633,372,464,99,415,5337
869,201,386,110,241,6932
1390,377,73,100,340,8541
3667,384,202,22,257,5199
1667,76,474,383,159,4327
2762,138,214,120,57,1428
35,106,89,38,41,3455
4243,206,436,374,234,480
1998,67,405,478,177,7985
3372,45,342,186,111,6460
3846,235,4,436,151,7743
2771,132,247,412,229,8079
4737,227,369,382,279,6844
4576,195,400,128,420,7840
763,14,349,175,329,8402
2398,380,229,441,69,541
3039,332,326,36,346,9265
685,115,126,146,367,7550
2111,389,260,36,456,4368
4779,59,268,272,144,8889
2631,146,315,493,163,1
2877,5,159,127,488,4631
4205,355,1,126,11,6677
2184,381,135,141,208,8506
4264,470,483,268,118,9718
10,434,343,210,55,6958
2732,129,462,400,29,3445
3398,34,36,282,454,9856
1568,173,456,323,175,2511
4909,96,495,147,176,9712
849,111,393,169,232,25
3417,195,31,474,384,6953
4615,133,152,251,342,4715
1809,211,199,297,5,3414
3639,160,291,431,311,338
3502,207,341,39,92,9783
3667,453,10,302,423,3290
1773,146,277,23,88,8691
3620,488,149,167,238,2638
3051,407,440,118,296,7348
4883,132,204,22,364,4431
1802,120,148,484,383,7582
975,312,446,393,84,5221
1203,381,18,431,112,4748
3939,108,474,492,32,9364
1575,370,435,412,422,9034
1928,335,458,9,291,2278
132,434,334,210,42,7887
4523,342,342,375,338,9661
2345,98,210,230,485,6107
1030,335,136,485,496,8477
1870,414,471,20,111,6147
4649,248,245,75,278,7862
4640,461,440,449,438,8192
2500,352,265,28,114,1934
1594,231,442,129,386,4527
1530,402,491,435,126,1083
995,144,268,301,342,5494
4684,140,289,157,282,4477
4406,363,146,306,486,4565
2451,365,491,494,336,4552
3382,184,317,54,218,5666
3605,363,99,228,289,3842
3602,122,156,81,485,4605
2893,164,361,49,248,8782
2307,460,43,435,210,4604
1249,277,491,279,144,1371
1086,229,141,73,98,8217
1207,208,294,40,9,15
4925,382,107,463,218,1994
2053,127,238,208,207,7987
4392,29,416,147,134,6696
3042,487,194,283,157,1756
2563,421,316,183,233,278
2254,281,476,343,493,5258
3337,210,237,439,194,1010
899,473,123,78,233,3488
2113,372,394,130,408,4168
3138,426,164,145,487,6738
1207,353,233,127,20,6128
1017,228,404,321,449,9439
2647,463,64,96,409,1440
2544,192,149,350,180,9767
3208,231,422,443,378,6082
3473,10,374,132,43,2373
4260,256,197,70,82,4124
4551,487,65,279,490,7956
3690,437,434,69,293,9211
3820,388,475,249,429,8157
3842,93,269,57,119,1078
500,85,100,105,313,8536
3292,180,33,140,195,394
4025,160,75,373,75,3567
877,216,260,251,231,1567
782,133,382,293,232,1244
111,14,135,479,91,202
4418,466,492,444,63,310
3401,300,483,326,345,5656
2957,319,425,217,176,7151
505,474,472,425,138,672
4331,195,65,104,385,7496
4584,154,241,211,346,856
4239,151,319,200,409,7302
1262,118,474,39,84,6264
1136,500,472,275,31,5602
929,47,233,268,351,9895
833,44,237,149,198,8655
1926,414,433,144,296,612
3731,331,85,215,333,8175
4432,171,163,293,347,4326
1603,52,25,450,353,2978
704,471,374,179,163,8103
2647,182,420,65,455,8740
115,477,143,93,115,4285
3899,205,273,345,432,3814
2866,34,276,93,89,4738
4825,199,240,227,291,875
223,11,12,423,287,922
2120,457,320,36,129,5605
478,223,99,247,215,9154
4628,219,22,50,403,6308
1300,160,337,67,419,749
3374,302,303,287,428,4088
1721,149,201,217,170,2132
1324,337,406,157,73,4701
4031,275,72,140,254,6995
202,213,479,349,243,4210
1989,500,180,472,33,5063
525,70,108,188,341,4291
3707,45,455,70,441,6152
766,360,131,90,44,782
4155,461,475,139,234,8574
1875,246,479,193,460,8181
200,52,50,444,359,5647
328,88,79,342,156,2504
4671,169,379,318,449,7831
2640,14,139,78,432,4686
1179,384,120,43,286,1698
2468,328,400,176,26,8733
3672,36,108,75,490,2597
4870,58,75,441,467,8594
3515,355,248,264,211,5840
3870,381,172,384,190,7159
3008,93,456,312,475,75
3254,75,341,289,205,2074
700,234,449,78,38,4811
1339,344,3,459,141,1148
4226,448,74,423,235,503
1354,385,310,25,411,9917
3440,454,251,387,283,177
3458,269,153,206,278,9544
76,352,53,397,478,862
1537,457,65,443,188,7282
1187,95,149,52,113,7313
3392,404,207,66,31,8065
1814,92,62,240,486,4332
4180,360,147,111,424,8178
2984,384,17,268,190,6245
786,366,101,16,63,3857
4542,72,481,51,190,7776
1773,229,1,231,179,6052
4215,376,79,452,182,2326
556,32,245,298,286,2495
1767,154,280,48,438,4513
4785,78,327,460,352,3179
3696,343,249,495,127,6128
778,303,203,395,268,6752
3482,201,317,311,356,4502
4606,291,23,452,373,9134
3647,400,87,472,37,4346
3688,50,194,428,489,5598
2575,324,184,309,436,8033
1393,281,377,279,68,6838
4054,230,9,182,388,3905
674,21,41,63,214,8999
2745,445,437,284,259,7645
4340,496,492,127,209,7471
2138,123,63,400,260,9802
4804,273,375,257,68,6035
895,209,374,373,90,551
2059,111,35,203,405,7489
4326,91,406,327,337,8336
381,295,343,244,319,1670
295,148,144,425,187,4282
4416,193,446,222,177,8794
4775,42,326,193,407,6813
4898,84,498,396,77,1183
3470,17,354,202,23,5288
1250,448,15,65,146,722
3360,308,320,282,65,4200
1573,337,302,452,65,1797
4976,232,293,304,413,297
395,118,49,107,250,3819
4739,61,382,369,499,730
734,39,388,485,222,8477
1982,236,27,198,327,6099
575,307,339,96,471,3761
3598,280,309,441,132,2970
3790,307,67,139,394,6692
461,118,285,74,39,6611
1341,15,482,282,282,9151
4958,315,27,186,476,6462
2998,338,332,59,485,7848
2587,150,440,285,227,6199
2469,74,320,223,25,13
561,69,296,241,244,101
1436,316,191,352,466,1076
4676,229,455,496,88,6831
2925,268,110,128,399,7158
3546,488,211,476,367,6994
4160,465,342,443,266,8363
2739,417,406,148,61,8854
2308,471,481,173,129,4297
3056,360,390,228,180,3686
804,332,437,339,211,6032
4987,47,110,87,370,5137
3900,402,90,252,105,4816
1777,25,47,258,496,2122
4347,449,311,296,75,3214
4401,221,67,210,14,5079
4121,75,353,294,264,6326
1389,10,358,105,99,9713
1754,391,260,131,256,4730
4765,189,57,325,15,724
2823,327,137,412,473,9670
4617,126,115,195,32,7078
4592,486,424,343,272,2515
4162,249,21,221,217,4415
476,122,383,486,319,5374
4942,156,245,384,396,9440
2566,39,358,352,254,4268
2336,283,307,196,384,797
1331,124,248,198,360,6594
976,380,248,359,232,6970
3179,358,465,197,422,2396
4050,212,104,232,72,5753
1302,91,478,118,164,8663
3391,126,12,24,265,5323
4785,408,269,389,58,3786
4205,357,384,112,112,7253
2309,466,241,56,387,8338
4776,370,197,93,232,8144
4960,296,117,493,18,7948
2543,206,369,127,454,7241
4286,350,238,214,279,4062
1767,193,405,302,93,6923
4055,56,426,53,337,5867
1992,417,66,28,348,9003
4374,274,120,102,34,5142
4329,485,500,242,3,7434
425,497,103,352,476,8166
515,71,234,213,331,3735
377,176,214,18,251,7554
3481,414,227,228,171,5463
1502,451,88,184,402,6514
29,404,196,471,60,4505
1865,277,428,398,408,3583
729,428,254,476,356,3770
2474,119,446,454,415,3311
563,53,335,94,490,8524
3329,388,387,334,133,165
3317,142,177,282,216,4918
4135,108,104,203,342,6858
3738,52,494,26,146,3315
726,401,330,339,174,1424
4905,447,276,154,447,5793
3030,113,1,497,185,8427
414,394,242,97,347,984
4148,68,307,354,479,5703
4533,145,475,388,316,7855
1104,114,420,169,310,5667
99,178,372,11,87,5410
1591,488,211,467,191,930
2669,322,80,394,369,418
2897,417,386,260,35,7428
1982,76,176,480,215,922
4245,439,332,348,484,3724
4121,100,182,197,153,5302
4714,11,124,17,268,4813
4920,93,268,324,73,4508
2781,317,89,121,485,9267
3991,195,197,156,273,2570
4287,158,474,113,84,7870
4384,127,391,34,345,2184
2050,35,57,497,423,7889
4863,229,83,471,129,2662
3618,172,83,379,282,1032
1181,38,265,15,268,5896
2745,261,60,313,309,1779
3144,259,137,328,98,8373
350,96,144,222,54,6571
325,156,88,83,306,8477
3999,50,52,240,305,2941
2549,178,231,227,374,7086
3214,68,487,286,439,7034
2140,393,362,200,85,7426
1048,236,25,258,155,5746
4271,75,431,407,261,3445
263,142,492,220,443,1507
2986,418,163,171,357,5734
1131,225,166,319,206,7071
3324,440,404,424,477,9225
2409,94,19,380,77,1125
3608,13,454,364,112,8214
1745,237,126,462,282,7995
373,143,204,10,296,7829
765,34,98,428,267,7809
1919,24,56,156,198,1148
1039,325,186,372,126,5204
3178,279,491,287,126,5421
3139,392,76,432,338,5186
4031,330,416,299,317,3384
4867,438,122,369,185,3835
4214,428,7,422,486,6958
4909,17,381,488,198,1826
1724,61,498,380,62,4797
323,428,343,142,311,1645
2628,143,425,371,427,1574
3093,210,139,230,197,351
4566,319,385,241,24,5883
2273,101,44,231,286,2042
3866,403,144,265,61,7267
1283,107,424,210,206,5314
2933,163,318,225,350,7038
3271,225,354,150,362,8165
3903,77,363,399,316,7664
4393,357,277,148,195,2362
3622,129,413,301,371,7812
924,89,110,343,363,9060
4154,208,346,273,481,3123
3619,302,323,332,12,1925
258,28,203,98,1,3070
3990,379,299,218,103,2458
1703,191,476,270,137,2452
3823,51,13,266,277,4718
4239,65,479,273,488,8692
81,386,145,171,363,6440
1384,415,406,251,44,7350
1778,116,85,227,27,2038
3303,240,365,64,284,2163
806,122,400,17,300,5645
4777,307,158,267,305,5582
270,82,39,344,323,1975
653,253,180,228,111,9372
579,303,84,175,162,1268
119,183,82,334,478,6070
606,232,296,159,312,1426
1412,426,231,267,279,7211
1161,178,84,19,143,7773
2453,202,224,4,222,4718
1574,299,337,93,389,988
2838,155,351,298,279,8492
2284,207,93,76,460,9185
791,17,247,473,66,4935
4655,289,238,58,398,2055
4114,384,172,137,192,9598
489,92,317,128,152,6038
1073,114,472,332,190,4662
3939,241,277,383,249,2892
2439,119,174,491,38,6397
143,329,149,299,109,4802
3909,123,96,63,185,7374
1592,303,434,366,254,93
4305,432,367,101,377,1990
4340,310,470,422,173,5741
955,215,285,260,127,6529
3701,237,403,489,311,9962
3692,437,359,40,460,5639
1609,39,478,215,398,8830
3660,340,23,384,451,8820
1158,26,187,77,37,1311
2000,16,440,394,312,8935
1948,11,63,428,327,7604
3386,129,64,121,443,5368
4012,9,118,70,67,9067
901,364,347,345,75,1687
2279,37,292,449,308,488
4619,227,132,285,20,7211
2217,422,123,242,278,8113
4341,260,387,495,460,1981
4091,109,228,304,438,9941
4879,141,250,426,283,9431
4017,290,472,51,66,5746
533,206,25,410,135,9393
2954,285,180,388,220,646
2339,303,56,291,22,7279
4204,403,399,422,423,3694
4860,459,321,236,161,4865
1792,360,356,401,468,1026
4773,431,279,129,297,2875
755,496,238,27,284,2855
3932,86,98,253,222,2670
2290,324,321,193,74,8262
2055,389,120,60,431,6477
4631,396,492,303,321,9665
1105,216,22,386,439,3179
4466,96,215,129,471,6863
374,302,475,310,295,2947
4543,110,415,220,354,2781
3665,393,159,414,60,204
731,156,336,169,141,7239
825,315,354,434,64,9289
1473,45,500,245,79,2238
4199,51,311,171,291,6308
880,495,382,28,283,2592
852,482,400,252,342,765
3085,350,7,156,440,5714
3711,173,350,82,441,8506
1440,34,92,498,126,4765
2370,432,270,266,326,2737
3315,126,459,331,449,1222
4021,284,394,104,443,9793
2217,233,52,341,424,4433
2095,227,417,266,95,4466
4775,385,101,395,155,2331
1815,19,489,437,173,6713
4009,403,118,88,299,5839
3956,225,385,470,75,9993
1204,257,443,329,481,3813
3913,366,80,97,248,5858
2995,128,123,92,290,6379
1362,477,6,355,332,7796
3081,351,487,417,430,9455
2915,411,51,410,240,5763
2696,173,226,497,477,1708
95,240,429,340,208,1113
3104,152,186,393,397,2598
950,472,455,30,132,7343
950,106,406,37,16,35
4561,155,252,372,28,4350
682,458,327,491,78,3881
557,323,358,241,69,221
4108,384,275,164,284,331
2893,119,486,201,430,5244
3945,386,180,259,319,1049
1721,412,118,362,106,3901
3024,162,317,149,190,633
282,421,3,91,29,3398
3525,178,138,351,158,4626
3302,342,398,298,56,4283
2179,392,154,436,109,7633
4049,197,46,464,75,110
4376,422,21,188,190,4895
1905,399,19,458,484,2543
2954,109,119,237,9,9129
3265,407,339,493,42,3472
1518,415,461,25,172,753
4681,364,168,359,22,3305
1457,364,404,220,480,514
1357,172,177,461,123,1806
2804,331,371,454,410,6601
112,454,270,234,109,7019
3995,254,46,16,118,4242
1146,108,259,310,112,8043
1915,430,325,253,157,3978
2250,419,397,353,323,9025
4937,103,349,282,84,731
1254,12,254,468,18,3055
2078,425,322,407,124,6206
2677,205,211,138,470,5163
3743,132,110,337,479,9636
3262,118,111,39,218,282
1290,46,101,429,59,8312
1076,131,51,389,251,8959
689,229,286,257,405,3292
2176,63,333,306,207,1004
371,204,411,348,380,5472
2185,47,292,99,158,5499
1815,20,489,189,320,3221
1311,40,23,217,437,6447
4566,214,270,415,187,5709
3745,188,2,178,165,2563
962,254,399,141,29,2976
637,160,163,169,207,4506
4913,72,220,489,430,743
519,333,97,303,69,554
440,133,366,48,50,2123
3211,87,147,290,319,5512
2252,482,138,91,260,321
1331,123,46,406,32,2221
4597,454,17,68,415,4033
2561,399,165,26,328,7114
4454,174,53,175,310,9780
4916,142,194,279,361,9766
1845,287,138,299,159,341
4366,439,370,480,204,6543
222,302,464,210,497,3367
4021,321,406,320,137,5397
1105,424,161,177,83,4062
3149,373,131,366,418,4321
2347,489,188,322,235,8260
3560,24,93,37,462,5246
2009,356,320,293,143,9759
1576,71,50,348,178,4158
4585,427,68,26,428,8520
846,213,64,190,175,7535
724,63,391,302,178,4223
4444,321,266,219,326,1902
2057,69,163,255,271,2451
1850,351,401,179,98,152
286,131,499,345,422,2509
4937,396,4,171,387,7241
4890,84,378,372,143,853
2103,320,98,178,492,4055
3715,155,308,120,95,5574
2021,48,236,443,65,5250
1554,177,219,325,275,4984
74,84,13,226,469,7472
3040,472,174,470,196,5204
2064,196,23,332,188,3336
2858,207,168,371,233,8289
1730,392,110,323,453,2750
1366,98,268,430,170,1917
2175,362,447,429,400,1828
3387,371,343,47,166,2175
1431,100,426,374,181,2330
777,14,278,88,217,4472
4591,271,447,51,378,7353
1367,115,12,497,113,8827
1236,457,447,306,296,1068
4300,131,227,300,286,3739
2323,198,186,442,207,8183
1725,235,50,211,489,7777
2205,51,363,262,455,9052
2384,135,182,151,102,1138
4058,453,249,395,142,1695
3452,414,328,459,426,4059
243,412,249,129,320,4604
1464,96,375,454,156,7510
516,87,412,2,222,6847
2274,293,410,324,97,8894
190,392,476,348,415,9449
2528,362,25,181,341,3909
900,410,120,480,202,487
220,273,454,360,165,3848
521,73,463,231,84,4547
4715,60,88,128,366,3241
4169,111,46,358,57,2174
637,293,314,45,376,6285
3561,183,472,390,158,7505
264,270,368,398,486,5085
3335,492,200,24,140,7572
649,244,222,432,432,2638
3069,267,309,44,401,9915
3293,325,330,466,201,964
3914,477,259,393,184,5169
2114,427,286,442,415,794
1479,242,15,379,235,9437
1296,383,11,95,173,102
3265,117,13,418,137,8300
2518,208,229,5,63,4931
4019,409,311,396,270,8020
21,370,470,347,100,4932
2310,460,79,191,229,436
516,12,449,136,402,3722
4169,350,284,372,235,4707
226,215,246,454,39,970
1893,455,77,390,464,452
635,242,122,371,304,8926
1173,7,433,201,200,2878
860,116,405,389,62,8125
1084,8,275,230,198,3980
4392,85,52,412,456,3166
3302,464,176,236,421,5385
4884,168,196,30,163,9795
3486,7,208,448,238,3560
3549,269,75,395,485,7887
3357,424,220,496,243,9898
1988,494,205,97,172,6513
3936,64,231,475,352,9574
3572,90,368,313,50,2091
1032,64,35,471,118,5041
3565,473,498,42,492,8517
1840,123,69,158,476,3436
3897,5,73,414,481,25
3693,400,408,471,298,5738
3396,491,446,327,81,3295
761,310,163,65,303,1803
4091,207,113,157,454,8302
4963,467,305,421,311,7446
4850,164,293,224,181,1813
348,22,40,415,37,5733
2794,241,482,325,294,1306
1299,281,471,1,410,4232
40,395,248,424,434,291
4826,227,465,146,443,227
3365,75,178,238,329,9551
3908,450,177,311,118,6200
1147,119,87,69,107,9425
2303,480,286,96,493,4119
1558,200,286,58,394,5038
688,137,489,365,24,9387
3973,353,295,476,273,1264
633,298,195,323,311,9333
2522,218,258,253,235,530
4845,396,308,379,156,5766
3339,321,13,60,484,234
2621,495,29,285,165,811
4122,226,233,367,310,1900
3004,130,5,434,191,9851
4577,216,216,344,397,1468
3788,291,377,470,189,8563
489,106,135,345,280,1136
3780,90,191,100,7,9020
38,297,326,212,276,8257
471,68,327,231,160,1875
3782,103,118,60,332,800
1087,195,314,266,187,6516
1795,45,168,154,424,5406
4771,215,336,133,371,4570
822,224,246,176,88,2527
3170,304,390,81,127,662
2173,208,500,480,327,1288
4362,371,469,375,339,893
441,247,227,79,394,4354
4506,187,298,99,13,3876
3837,371,117,324,463,5675
2136,339,239,171,345,5110
660,166,302,320,448,954
1793,428,208,258,160,9422
1141,50,170,11,97,3754
4518,224,199,188,422,5792
1174,496,258,119,29,3074
3938,343,73,153,298,7531
834,466,229,500,25,8317
4939,418,228,446,20,288
1146,452,82,292,324,5239
2206,147,130,370,313,6143
1885,478,257,429,143,1535
1262,283,345,449,476,3775
1847,304,134,367,33,3687
1231,345,193,327,246,3302
1553,340,221,496,381,9094
3460,14,443,285,392,6783
123,459,105,269,347,4408
4288,58,239,477,418,584
2367,487,215,399,117,5238
2402,378,419,468,292,4551
2535,399,342,18,358,3204
4837,286,7,302,291,1330
2721,301,436,444,123,7099
2697,210,423,171,299,8551
30,314,264,192,17,9154
2736,55,208,57,465,2012
2814,84,279,60,20,9749
3885,449,161,364,461,2485
1173,79,498,322,348,9828
2495,452,200,494,73,4461
1795,447,351,337,175,7021
3023,118,431,112,32,3785
4177,274,323,446,469,5448
4071,176,201,459,406,1034
2495,53,162,252,217,734
4034,17,423,413,213,4132
4809,127,496,293,216,1360
3079,325,308,122,91,5184
4816,408,241,376,92,4407
3509,360,495,307,55,6242
2463,91,429,400,358,7339
4427,109,380,159,258,2768
3465,406,118,214,261,7602
1068,407,372,423,168,4160
1200,360,263,173,237,7920
4106,500,55,364,44,4530
37,347,148,384,48,2924
1585,121,110,332,353,9833
4686,280,337,299,184,1399
541,432,474,372,68,3766
4010,386,300,307,317,5890
1529,376,240,332,281,364
3246,178,18,50,321,3694
3829,416,291,215,133,6191
4370,429,246,394,445,5348
1969,373,427,458,98,9914
3421,271,478,223,146,2430
223,200,193,418,483,966
4673,159,300,181,389,2585
4412,441,28,182,53,8924
4900,228,227,414,14,6682
2646,121,329,246,198,6781
4867,244,465,489,363,4421
215,316,173,198,216,9361
4405,108,170,51,98,5078
212,100,145,398,166,4094
4207,410,390,499,365,1117
4300,371,441,199,97,7877
1388,375,231,177,341,2775
3266,34,137,336,337,7431
1513,155,245,61,276,9270
4646,153,128,401,379,1967
2085,99,472,143,16,6139
2334,215,54,91,442,2942
2636,296,379,210,66,971
612,443,350,409,281,232
4666,149,230,194,496,6222
1261,33,482,141,266,5530
1600,227,261,307,284,4565
1319,43,342,89,37,3822
1935,128,275,141,343,8828
2530,290,374,364,336,2141
1240,272,4,1,335,1713
2536,195,198,166,87,9267
1380,117,227,194,490,534
3086,487,480,287,407,7261
4885,273,294,11,318,9784
367,477,336,411,230,1195
2333,480,124,76,41,8771
3449,476,18,327,322,5527
2173,142,468,95,122,5841
724,331,285,99,373,3922
4455,395,36,23,430,3105
4846,94,190,10,279,4637
652,194,53,178,298,9888
4674,348,219,420,173,8038
3973,296,49,234,224,1588
3463,180,125,6,41,8437
3214,444,27,233,24,5302
4658,30,76,79,247,1654
2364,466,22,345,251,1722
702,166,164,307,216,8632
3983,374,470,420,85,4779
1658,350,307,308,430,7604
3642,53,352,147,197,1247
557,85,167,287,116,6647
4680,144,125,263,461,7221
3810,338,472,30,126,1218
4710,303,344,377,182,883
3117,433,440,68,334,8827
2577,283,149,79,104,8899
4483,147,218,237,462,2590
4768,437,171,491,480,5628
4050,295,398,342,47,4252
1174,424,104,116,319,7254
1967,83,123,350,208,719
3722,115,324,8,462,5627
1550,486,355,137,141,5149
498,346,217,62,41,2633
1343,451,180,450,250,4311
4593,213,322,485,233,5088
2890,282,444,385,385,2212
654,373,78,228,116,1837
3342,322,433,231,71,26
3654,292,58,93,226,5137
796,24,288,471,362,9728
4760,323,325,389,319,3526
450,401,71,98,154,7031
2650,391,155,337,201,2106
582,28,470,172,242,735
708,264,402,194,292,9292
4971,405,422,371,377,6608
4911,410,164,74,139,2638
554,281,429,430,135,4662
2677,337,389,212,398,3232
3814,179,363,261,313,4494
4130,325,47,91,150,6578
3103,74,11,399,388,4750
3533,403,101,176,374,6043
4177,197,101,255,31,771
2723,434,184,28,143,5090
3181,301,260,151,259,6232
4138,343,288,223,473,8448
4080,498,170,323,4,8126
2828,190,275,290,327,1801
1931,278,495,69,404,5305
2510,258,266,71,465,3621
1092,305,285,31,92,8527
4944,291,371,316,306,3364
835,261,483,84,443,8557
2810,471,499,332,38,2194
4734,437,94,399,393,4504
578,488,302,65,334,8929
4348,399,351,186,5,4485
915,480,33,491,499,3418
4512,288,237,393,240,1231
3101,325,50,444,161,454
1061,409,146,221,131,2357
2950,179,495,162,60,502
1332,472,477,338,57,2513
3952,408,327,330,398,8087
2983,307,153,480,216,3713
4900,341,98,441,162,4474
1649,210,256,146,312,6178
2041,275,234,382,379,3706
4371,20,152,26,160,3629
282,140,145,118,238,9373
4814,87,61,406,303,4479
2501,428,286,316,440,929
3537,225,466,272,244,8979
1422,60,426,150,157,4181
3171,156,422,91,67,5793
1817,423,365,160,274,4797
1804,298,179,238,22,6108
3383,173,124,262,497,7280
1211,210,9,209,281,7808
3287,495,399,491,159,4297
1687,296,336,148,480,1300
4179,87,429,1,328,1913
803,284,2,41,46,1106
1052,472,343,459,240,3247
3132,173,479,388,443,1308
2447,37,117,90,219,5761
3044,355,177,302,416,9507
3910,188,263,63,306,4935
3819,283,24,479,189,9474
3102,411,307,471,171,9795
2061,99,301,124,352,7174
2596,58,110,100,268,7336
1455,151,379,284,62,5557
2669,282,79,312,82,936
3791,184,37,492,174,3521
1484,26,356,200,218,6708
1995,12,121,150,33,6442
2330,138,51,248,375,5469
3243,224,452,64,303,2711
4949,470,97,185,75,2187
1372,95,466,287,88,6134
2772,434,311,168,136,3183
4167,172,235,362,125,6572
4711,254,101,428,279,7484
1251,314,432,453,310,3991
2516,156,220,498,69,7987
1125,158,192,355,367,2230
4351,161,143,266,20,8807
3985,120,323,113,360,3801
3163,210,340,463,326,5897
1156,39,274,464,281,5830
281,475,392,402,125,5082
1802,168,121,401,198,2179
929,497,231,161,14,8187
3877,63,343,467,372,3314
4965,193,473,312,134,7120
2758,458,140,380,81,524
4272,299,373,357,301,2709
556,485,107,381,170,420
579,393,139,97,4,8145
891,274,407,290,188,2503
4335,42,411,316,224,2888
1901,119,92,118,411,2245
165,19,254,407,162,5895
3794,20,145,137,10,7044
94,353,155,381,235,1478
2211,121,499,187,99,3546
574,190,66,447,209,5366
2120,319,162,330,298,4265
841,149,163,262,318,8689
4321,184,221,399,4,6466
553,340,323,134,302,6869
4446,247,140,41,70,6762
1635,440,131,22,187,9617
1829,479,495,79,17,742
3720,328,422,230,13,6748
1503,172,337,291,70,9405
778,321,106,251,121,3226
105,387,354,30,111,1360
4416,300,321,402,362,9136
1150,38,190,27,16,8280
3212,244,388,241,464,7594
1738,173,223,53,493,4348
120,407,206,295,210,4642
1825,332,169,118,367,7004
4235,82,167,372,123,2981
150,303,340,248,474,4946
2102,488,31,235,189,4841
361,16,45,440,251,4922
3714,308,125,460,269,9477
2289,297,3,44,49,3557
4246,230,349,328,313,6081
1657,68,91,103,275,7266
1926,156,380,481,55,6076
4082,138,330,289,288,603
1072,423,389,263,158,6768
14,9,447,156,460,5026
4610,324,327,250,397,974
2062,145,256,478,379,8704
2715,417,475,409,7,4620
3029,319,465,156,136,8109
4948,182,376,155,196,2021
95,292,384,296,108,6840
4947,54,439,134,271,806
1434,157,133,355,479,144
4362,473,488,147,90,4799
2635,204,222,276,372,347
1474,412,443,44,13,5883
936,377,199,248,211,4496
3789,61,433,452,128,8052
215,461,321,203,325,8019
185,422,378,406,179,4382
3954,143,295,62,372,6451
2956,86,212,468,281,6110
2473,104,197,3,256,1756
2954,492,70,376,342,143
2217,291,263,150,133,2568
1826,379,421,342,359,2043
4931,243,386,66,304,246
1612,102,171,205,31,7962
1768,139,185,124,277,9352
638,52,310,415,27,5419
3336,122,273,352,58,2625
3589,260,34,399,424,1718
4946,57,360,405,160,2515
2187,413,436,206,432,9934
4109,312,224,65,81,4055
19,167,309,443,287,9378
3587,170,271,285,206,8080
1978,205,82,7,465,1806
4430,130,119,19,143,2862
2258,217,32,244,378,2757
887,117,155,92,491,610
509,389,125,241,447,6474
1768,234,154,257,384,324
3575,158,229,196,282,2994
2986,253,469,456,386,8857
4939,126,243,217,64,1846
4531,215,469,143,483,709
4660,445,23,20,300,7013
2021,25,436,491,318,1218
1344,297,460,225,410,1496
802,246,398,154,493,4310
3603,206,392,69,370,4826
863,215,369,194,53,4880
4394,350,431,92,452,3882
368,452,243,5,409,7127
208,241,433,145,440,1677
1670,162,266,474,92,5383
831,390,406,500,306,4353
1582,107,301,260,485,9804
769,447,238,77,250,5392
1403,292,429,271,182,2856
3221,98,206,433,386,4980
1275,448,215,118,307,1030
4368,345,213,60,16,9043
4626,492,46,245,486,5659
3984,111,152,253,402,6086
3360,351,434,237,163,327
558,328,415,217,123,2085
2764,169,461,19,211,4005
4323,469,291,282,330,8532
1251,195,120,415,390,7037
405,327,284,423,319,5838
2324,68,451,381,279,1473
3673,439,415,45,461,7828
4982,413,321,121,345,4745
4880,170,91,23,256,9626
4781,105,352,366,329,9668
587,148,434,323,402,6853
688,479,141,405,95,7005
334,289,17,215,388,2671
4117,179,225,289,209,6822
4114,213,268,181,457,5926
133,131,307,408,106,1793
4445,300,356,497,151,6865
3606,51,318,285,341,728
2637,394,148,146,372,4204
3667,35,476,154,230,1627
1527,335,279,164,472,8628
4013,360,4,322,87,7969
2566,417,119,350,440,2646
658,84,247,253,339,7960
